ocm_id,ocm_uuid,ocm_title,ocm_latitude,ocm_longitude,ocm_operator,ocm_usage_cost,ocm_number_of_points,ocm_address_line1,ocm_town,ocm_postcode,ocm_plug_types,ocm_connection_count,ocm_max_power_kw,ocm_date_last_verified
288939,61206D16-A649-4BA7-9D08-907EA3F9754E,Bairnsdale Coles,-37.82454530904592,147.6327352303539,Tesla (Tesla-only charging),$0.70 per kWh,3.0,35 Nicholson Street,Bairnsdale,3875,CCS (Type 2),1,250.0,2024-01-15T02:41:00Z
288618,99B84274-FFCC-42E3-B3F1-F8B62054E222,WA EV Network - Bunbury,-33.32517168635446,115.642665842138,WA EV Network (AU),$0.60 per kWh,4.0,Cobblestone Street,,6230,CCS (Type 2),2,150.0,2024-09-25T21:28:00Z
288441,8D17E045-F4C9-41D9-A5EE-89F678469B36,Roma Explorer Inn,-26.575093433135848,148.80762514285902,(Unknown Operator),,2.0,44778 Warrego Hwy,Roma,4455,Type 2 (Tethered Connector) ,1,22.0,2023-12-24T05:29:00Z
281066,10A776C4-188B-41C9-9A9B-DA742B6B7BE5,RAA Charge Whyalla Westland Shopping Centre,-33.02641308008939,137.53226864294578,Chargefox,59c-68c/kWh,1.0,10 Nicolson Avenue,Whyalla Norrie,5608,CCS (Type 2),1,150.0,2023-12-05T03:49:00Z
281065,86E59BDD-109E-4EA4-9392-1F199A4BC3DC,RAA Charge Wharflands,-32.48927,137.7612186,Chargefox,0.59-0.68,1.0,Lot 2 Warflands Esplanade,Port Augusta,,CCS (Type 2); CHAdeMO,2,200.0,2023-12-04T23:49:00Z
280995,3D4C6F5A-DA1D-40AE-8971-6E257941D08B,Overlander Roadhouse (WA EV Network),-26.41184549747159,114.46404594375008,Chargefox,"$0.60 per kWh for high power DC, $0.35 per kWh for low power AC.",2.0,North West Coastal Highway,,6532,CCS (Type 2); Type 2 (Socket Only),2,50.0,2024-01-10T13:30:00Z
280715,285A798E-77C9-4189-BCCB-E206C4D309BB,Thornlie Square Mall,-32.05512902897771,115.96339054908071,Evie,,4.0,Spencer Road,Thornlie,6108,CCS (Type 2); CHAdeMO,3,,2023-11-29T11:17:00Z
280371,AE760227-72C0-495F-AF76-E6325C927CC3,Wells Street,-32.79758493806768,134.19831799463498,Chargefox,0.59 - 0.68 AUD kWh,2.0,82 Wells Street,The District Council of Streaky Bay,5680,CCS (Type 2),1,150.0,2023-11-28T10:24:00Z
280253,73D1F197-52DE-4AF8-B4ED-88D88DC72BD5,Beatty Park Leisure Centre,-31.936258468207264,115.8497013709943,WeVolt (AU),"Free, with idle time penalty.",2.0,220 Vincent St ,North Perth,6006,Type 2 (Socket Only),1,22.0,2023-11-25T15:44:00Z
280226,9AC74D23-A608-400F-A71A-0A0737F0BEDE,Rocland Nuriootpa,-34.4602252,138.9866954,Chargefox,,6.0,7 Belvidere Road,Nuriootpa ,5355,CCS (Type 2); CHAdeMO,3,120.0,2023-11-25T00:49:00Z
280205,825EFEBA-58B6-4D41-8B74-EF996F5CD9C9,NRMA - Joondalup,-31.75771714527498,115.77154643221121,Chargefox,$0.66 per kWh,2.0,Sundew Rise,Joondalup,6027,CCS (Type 2); CHAdeMO,2,120.0,2025-02-02T10:30:00Z
280195,AA2A2858-89EC-4F36-B89D-95DEA2531DB9,BP Pulse Ferny Grove,-27.402355423317843,152.93697981150945,BP Pulse (AU),,2.0,1312 Samford Road,Brisbane,4055,Unknown,1,75.0,2023-11-24T12:59:00Z
280046,98CB51F6-B1E5-46FE-AE3A-8FA7C23F7D93,RRA Charge Wudinna Hall - Chargefox,-33.047159,135.461943,Chargefox,59c-68c/kWh,1.0,44 Ballantyne Street,Wudinna,5652,CCS (Type 2),1,150.0,2023-11-30T09:57:00Z
280045,DE18AAA5-6E59-4F4E-AB13-96742DA19DC0,Kimba Roadhouse - Chargefox,-33.14584,136.415203,Chargefox,59c-68c/kWh,1.0,15542 Eyre Highway,Kimba,5641,CCS (Type 2),1,150.0,2023-11-30T15:16:00Z
280044,D923387D-5C44-4C1E-ACE2-78142AB71D32,Apex Energy Australia,-34.991588982756106,138.57595688588066,(Business Owner at Location),Free,1.0,Allan Street,,5039,Type 2 (Socket Only),1,22.0,2023-11-20T08:49:00Z
280043,550466EA-99D6-46FD-A72A-18A76C7C46F7,Arkaroola Road,-30.311578112924515,139.33620167274148,(Business Owner at Location),1,1.0,Arkaroola Road,Arkaroola Village,5701,Type 2 (Socket Only),1,22.0,2023-11-20T08:49:00Z
279254,3E4165D9-C0B3-41BE-AF74-6261F6F38ADC,Coogee Supercharger,-32.102866290875234,115.76244884692244,Tesla (Tesla-only charging),,6.0,Calypso Parade,,6163,CCS (Type 2),1,250.0,2024-01-15T10:46:00Z
279252,A5B658DE-F6D4-4937-B1BE-C0EB48658297,Kununarra (WA EV Network),-15.779058583778237,128.74043814383487,Chargefox,"$0.60 per kWh for high power DC, $0.35 per kWh for kow power AC.",2.0,Messmate Way,Kununurra,6743,CCS (Type 2); Type 2 (Socket Only),2,150.0,2023-10-18T15:33:00Z
279192,54D981DF-90DC-4404-BF77-944132A07B67,Heathcote Visitor Centre,-36.923705481847556,144.7100660165538,Evie,$0.50/kWh,1.0,126 High Street ,Heathcote,3523,CCS (Type 2); CHAdeMO,2,50.0,2023-10-30T19:17:00Z
279191,5B761CAA-8EB7-436D-8985-5FD41D41F1A9,Wallan,-37.413967109460415,144.9791065326649,Evie,,1.0,85 High Street,Wallan,3756,CCS (Type 2); CHAdeMO,2,50.0,2023-10-22T08:33:00Z
279180,7685925E-6794-4616-B71E-A6746D4AA573,Ampol Foodary Pheasants Nest Southbound,-34.2834466714301,150.63939668827243,Ampol AmpCharge,AUD 0.69/kWh,6.0,Lot 12 Hume Hwy,Pheasants Nest ,2574,CCS (Type 2); CHAdeMO,2,150.0,2023-10-29T11:00:00Z
279179,525E8CEE-F4AC-4B48-AAD6-8F0D698D2FBE,Ampol Foodary Pheasants Nest Northbound,-34.2829974272134,150.63679286992692,Ampol AmpCharge,$0.69 per kWh,1.0,Lots 1 & 2 Hume Hwy,Pheasants Nest,2574,CCS (Type 2); CHAdeMO,2,150.0,2023-10-18T01:57:00Z
279052,DCA72B44-D718-487D-A033-CBFAC568C582,Blue Marlin Court,-37.051215336112,149.90155657766792,(Unknown Operator),?,1.0,Blue Marlin Court,Eden,2551,Type 2 (Socket Only),1,22.0,2023-10-18T01:57:00Z
279051,157672FF-3F5F-45A7-8CE8-F4F139F23F9D,Seahorse Inn Hotel,-37.10326647778291,149.87937771549701,(Unknown Operator),unsure,2.0,Boydtown Park Road,,2551,Type 2 (Tethered Connector) ,1,22.0,2023-10-18T01:57:00Z
278691,782E87D8-B9A4-4D80-93F6-DB7FD0E77A2F,RAA Charge Cowell,-33.68530286444153,136.92905700914315,Chargefox,59c-68c/kWh,2.0,9 Jetty Road,Cowell,,CCS (Type 2),1,150.0,2023-12-04T18:29:00Z
278667,89FBC3A3-EE7A-452B-AC9C-D07F3235A93E,Dalwallinu,-30.27621389393004,116.66182170267825,Chargefox,0.55 / kWh ,2.0,49 Johnston Street,Dalwallinu,6609,CCS (Type 2); CHAdeMO,2,50.0,2023-10-17T10:58:00Z
278575,63422EC5-7F50-41D8-A3A8-0F83D28AE358,Exmouth (WA EV Network),-21.937404564407117,114.13060539906303,WA EV Network (AU),,1.0,2 Truscott Crescent,Exmouth,6707,CCS (Type 2); Type 2 (Socket Only),2,150.0,2023-10-02T13:05:00Z
278541,D8C32348-D364-4CB2-8FDD-1F8514399EA0,HBF Arena - Joondalup,-31.73530856799269,115.76057078337675,Exploren,Free,2.0,Kennedya Drive,Joondalup,6027,Type 2 (Socket Only),1,22.0,2023-10-09T02:47:00Z
278525,C242DF3D-1E1D-4B57-B25D-F66AF4A5E15F,Ampol Waitara,-33.71060645301792,151.1025062095589,Ampol AmpCharge,,1.0,"Corner Pacific Highway, Unwin Road",Waitara,2077,CCS (Type 2),1,,2023-10-09T02:47:00Z
274740,1521886A-0C67-4BE7-8BDD-C0E1F12524B3,Bicheno Town Centre,-41.87471231875492,148.3041358766775,(Unknown Operator),See https://electrona.au/evc/bchno/bchno-001.html,2.0,Opposite 39 Foster Street,Bicheno,7215,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),3,50.0,2025-06-22T07:09:00Z
274592,F8A7B177-0BBD-4FC0-B78C-8DBF3C187228,Cedar Lodge Motel,-30.5168745388638,151.66662986871611,(Business Owner at Location),$15 for guest who do not book direct.  Free for guest who book direct.,2.0,119 Barney Street,Armidale,2350,Type 2 (Socket Only),1,7.0,2023-10-09T02:47:00Z
274586,45C33A9A-3129-4E21-9974-E444112B9F87,Ampol Kilsyth,-37.82365941817221,145.2959481777906,Ampol AmpCharge,$0.69/kWh for pay-as-you-go charging.,1.0,Canterbury & Gatwick Road,Kilsyth South,3153,CCS (Type 2); CHAdeMO,2,150.0,2023-09-18T14:17:00Z
274485,0B461963-36E1-4A14-BAB6-5DF7FE53A3FD,Hilton Garden Inn Albany,-35.029504038354794,117.88711964420804,EVUp (AU),,3.0,3 Toll Place ,Albany ,6330,Type 2 (Tethered Connector) ,1,11.0,2023-09-20T23:03:00Z
274480,C7011C00-8A71-45D2-BF64-5B68F017C34B,Brookton (WA EV Network),-32.36748025468421,117.00946148863972,WA EV Network (AU),DC Charging $0.35 - $0.60 per kWh at all times.,1.0,Robinson Road,Brookton,6306,CCS (Type 2); Type 2 (Socket Only),2,150.0,2026-01-21T06:50:00Z
274452,9A82E035-DB71-41F3-8269-528C8586AEE7,NRMA Fast Charger Gunnedah,-30.978295982227706,150.25129064038157,(Unknown Operator),"$0, but payment will be required Oct-Dec 2023",1.0,Kepreotes Carpark,Gunnedah,2380,CCS (Type 2); CHAdeMO,2,50.0,2023-09-18T01:27:00Z
274407,1FB95B54-36AC-4718-A4E0-EEDFD5E1AD44,Hyden (WA EV Network),-32.44938187858875,118.86590392183905,WA EV Network (AU),"$0.60 per kWh DC, $0.35 per kWh AC",3.0,Marshall Street,Hyden,6359,CCS (Type 2); Type 2 (Socket Only),2,150.0,2026-01-27T10:00:00Z
274395,4A341C9F-F110-4F2A-84F1-AE039C25121B,Morowa Destination Charger,-29.210721611002967,116.00847792163336,Exploren,Free,4.0,Jubilee Park,Morawa,6623,Type 2 (Socket Only),2,22.0,2023-09-10T10:40:00Z
274390,85B00557-4DA1-433A-AE48-FDA33B33B963,Bicheno East Coast Holiday Park - EV charging station ,-41.87508668420113,148.30190462959308,(Unknown Operator),,2.0,4 Champ Street,Bicheno,7215,Type I (AS 3112),1,,2023-09-18T01:27:00Z
274329,99FEA6A5-32B4-44A5-86A7-771A83610FE9,Heyfield Apex Park,-37.98035192583418,146.7866369371215,Chargefox,$0.40/kWh,2.0,Davis St & George Street,Heyfield,3858,CCS (Type 2),1,50.0,2023-09-08T03:22:00Z
274328,6AD97D83-451A-4A29-80BA-59BA8B6CD5F4,North Bellarine Aquatic Centre,-38.188088367705056,144.55520001587047,Chargefox,$0.45/kWh,2.0,30 Peninsula Drive,Curlewis,3222,CCS (Type 2); CHAdeMO,4,50.0,2023-09-08T03:19:00Z
274302,DCCEDF6B-486C-40CC-AD2F-5A4A636E9733,Jerramungup (WA EV Network),-33.93987597013291,118.92073932501205,WA EV Network (AU),DC Charging $0.60 per kWh at all times.,1.0,Tobruk Road,Jerramungup,6337,CCS (Type 2); Type 2 (Socket Only),2,150.0,2023-12-14T09:38:00Z
274300,00DE088E-71D6-4456-975E-C502184BED94,Ravensthorpe (WA EV Network),-33.58080346048715,120.04577841886328,WA EV Network (AU),Fast DC charging $0.60 per kWh at all times. Slow AC charging $0.35 per kWh at all times.,1.0,28 Dunn Street,Ravensthorpe ,,CCS (Type 2); Type 2 (Socket Only),2,150.0,2024-07-03T11:41:00Z
274299,ED6AAABE-A153-43EA-BC3E-A7A96CE974EC,RAA Charge - Kimba Bowling Club,-33.135121425836196,136.41678887852186,Chargefox,Evening peak 32c/kWh (5pm - 10pm) Standard 25c/kWh (all other times),2.0,North Terrace,Kimba,5641,Type 2 (Socket Only),1,7.0,2023-11-30T09:55:00Z
274204,8FA4C2A3-C424-4351-AED3-43D3288EC647,Denham (WA EV Highway),-25.927965006899086,113.53579323666713,WA EV Network (AU),DC Charging $0.35 - $0.60 per kWh at all times.,1.0,Barnard Street,Denham,,CCS (Type 2); Type 2 (Socket Only),2,150.0,2023-10-24T08:45:00Z
274144,F6D3CAA6-28EF-497F-91DA-D7B68440CDE0,NRMA Short Street Car Park,-32.58948930999341,149.58496449340686,NRMA,60c / 54c for NRMA Members,4.0,47 Short Street,Mudgee,2850,CCS (Type 2); CHAdeMO,2,180.0,2024-06-14T12:05:00Z
274115,561592A1-0D10-4CFA-9434-D923BE073CF0,Karratha (WA EV Network),-20.73538816872096,116.84749086556644,WA EV Network (AU),DC Charging $0.35 - $0.60 per kWh at all times.,2.0,Centro Car Park,Karratha,6714,CCS (Type 2); Type 2 (Socket Only),2,150.0,2023-09-11T13:26:00Z
274108,4ED74632-8598-4CAC-A14B-ED072C7BC27F,Wongan Hills Vistor Center,-30.89283905452806,116.71613902661392,(Unknown Operator),Unknown,2.0,Wongan Road,Wongan Hills,6603,Type 2 (Socket Only),1,22.0,2023-09-01T11:09:00Z
274102,4368B92A-CE09-4C75-9924-E6B9272B45B4,Morley Sport and Recreation Centre,-31.89248383322912,115.89594640150904,Exploren,Free,2.0,Wellington Road,Morley,6062,Type 2 (Socket Only),2,22.0,2023-09-01T07:29:00Z
274078,B70FB2E2-6518-4EFC-9AD6-ADEE58900019,Warnambool Supercharger,-38.380939,142.518958,Tesla (including non-tesla),$0.78/kWh,3.0,21-23 Gateway Road,Warnambool,3280,CCS (Type 2),1,250.0,2023-08-31T12:12:00Z
274077,A5E2ADA0-B1A3-4889-A5A6-1A910660E331,Colac Supercharger,-38.34137606647682,143.59297402313945,Tesla (including non-tesla),$0.78/kWh,3.0,144-158 Bromfield Street,Colac,3250,CCS (Type 2),1,250.0,2023-08-31T12:10:00Z
274075,086042C0-1634-4617-907D-68A80F51E061,Corio Supercharger,-38.064796504586276,144.38238251338635,Tesla (including non-tesla),$0.78/kWh,6.0,470-510 Princes Highway,Corio,3214,CCS (Type 2),1,250.0,2026-03-08T23:51:00Z
274074,6653DD1F-AC38-454F-8A7C-C1AFB908E2CE,Yea Supercharger,-37.21006161015167,145.4261473877039,Tesla (including non-tesla),$0.78/kWh,4.0,10 High St,Yea,3717,CCS (Type 2),1,135.0,2023-08-31T22:11:00Z
274073,B533603A-E680-48CD-B28E-2FE930F1A878,ENGIE - Royal Australian Mint,-35.31872,149.093821,Chargefox,$0.60/kWh,6.0,62-114 Denison Street,Deakin,2600,CCS (Type 2); CHAdeMO,2,150.0,2023-08-31T11:13:00Z
274072,DBD42D47-191C-4003-AC1F-DA11ADF3A764,Electric Highway Tasmania - Kingston,-42.975674,147.311542,Chargefox,$0.40 - $0.50/kWh,2.0,15 Channel Highway,Kingston,7050,CCS (Type 2); CHAdeMO,2,120.0,2023-08-31T11:09:00Z
274056,3729E7A3-20E2-43A4-945D-A5C5E2071083,Ampol Foodary Penrith,-33.7430336465433,150.69296375875626,Ampol AmpCharge,$0.69/kWh for pay-as-you-go charging.,1.0,153 Coreen Ave,Penrith,2750,CCS (Type 2); CHAdeMO,2,180.0,2023-08-31T09:47:00Z
274000,4A1FF879-17F6-48CF-9561-A1D1EF0C0DD7,Kings Park (WA EV Network),-31.966752218660034,115.8223778363822,WA EV Network (AU),DC Charging $0.35 - $0.60 per kWh at all times.,2.0,50 May Drive,West Perth,,CCS (Type 2); Type 2 (Socket Only),2,150.0,2023-09-07T10:26:00Z
273935,1B16A2A0-0CE0-461A-B113-05D3AA472285,The Mount Druitt Hub,-33.767499717192706,150.82239944831394,Chargefox,,1.0,Ayres Grove Carpark,Mount Druitt,2770,Type 2 (Socket Only),1,7.4,2023-09-06T03:31:00Z
273933,27AED96B-FA13-494A-8828-20BC27F356DF,Chargefox,-33.770837178135245,150.84515556849738,Chargefox,,10.0,Level 4,Rooty Hill,2766,Type 2 (Socket Only),1,7.4,2023-09-06T03:31:00Z
273905,A1376471-9C05-4979-B678-6E5CC489AC4C,Cowra Driver Reviver Rest Area,-33.8356251851398,148.68186745491857,Tesla (including non-tesla),,2.0,2 Lachlan Valley Way,Cowra,2794,Type 2 (Tethered Connector) ,1,22.0,2023-08-25T08:22:00Z
273904,EBCD56F3-4BE4-4CB4-81B4-BCD616F3356C,Leppington Village Shopping Centre,-33.961508128351525,150.80570305129015,Chargefox,Free,6.0,108 Ingleburn Rd,Leppington,2179,Type 2 (Socket Only),1,7.0,2023-09-06T03:31:00Z
273903,365F2EED-8171-445D-8771-8B83DD6E01FA,Boorowa Ex-services and Citizens Club,-34.43723217352768,148.7237343048496,Elanga (AU),,4.0,55-59 Pudman Street,Boorowa,2586,Type 2 (Tethered Connector) ,1,22.0,2023-08-25T08:22:00Z
273870,8E1156CD-2E4B-4A16-B6E8-DA81C708FDD3,bp pulse Seven Hills,-33.76725,150.952041,BP Pulse (AU),55c/kWh,2.0,26 Abbott Road,Seven Hills,2147,CCS (Type 2),1,75.0,2023-08-23T12:22:00Z
273869,48C2018D-616F-46C4-8DB5-BF08F88038EC,bp pulse Blacksoil,-27.579063,152.712931,BP Pulse (AU),55c/kWh,2.0,1420 Warrego Highway,Blacksoil,4306,CCS (Type 2),1,75.0,2023-08-23T12:21:00Z
273868,F58C2474-B769-4FAC-BBAE-89B090676BEF,bp pulse Nambour,-26.630979038266453,152.960453125286,BP Pulse (AU),,2.0,Currie Street,Nambour,4560,CCS (Type 2),1,75.0,2023-08-23T12:20:00Z
273867,D820B317-EF51-463C-BC99-DA4B6254130C,bp pulse Hamilton,-27.437537,153.07008,BP Pulse (AU),55c/kWh,2.0,126 Kingsford Smith Drive,Hamilton,4007,CCS (Type 2),1,75.0,2023-08-23T12:16:00Z
273755,DE3B23A7-06C5-4EB8-AB6F-174EB7D27617,Civic Centre,-37.897374392712145,144.67054059560462,Chargefox,Free,4.0,45 Princes Highway,Werribee,3030,CCS (Type 2); CHAdeMO,3,50.0,2023-08-23T00:56:00Z
273535,71EA7DF4-173F-440F-958C-D8F2097CD672,EV Charging Australia,-27.973719,152.994503,Chargefox,$0.60 per kWh,2.0,168 Brisbane St,Beaudesert,4285,CCS (Type 2),1,40.0,2025-12-27T11:24:00Z
273534,EDFE9045-5BEB-4500-BF5A-FDDB0640F9B5,ENGIE - Chadstone,-37.884370226319035,145.08316779641655,Chargefox,$0.45 per kWh,4.0,1341 Dandenong Rd,Chadstone,3148,CCS (Type 2); CHAdeMO,2,100.0,2023-08-16T11:02:00Z
273474,0836E34B-CBCF-4ED0-A155-5DBF3B0C7010,Merredin (WA EV Highway),-31.482505370896668,118.2781852110237,WA EV Network (AU),"Fast DC Charging $0.60 per kWh, slow AC charging $0.35 per kWh (at all times).",4.0,45 Barrack Street,Merredin,6415,CCS (Type 2); Type 2 (Socket Only),2,150.0,2026-01-21T10:39:00Z
273458,399F29E7-80C4-4144-8B94-A2D04665A971,Carnarvon (WA EV Network),-24.883472420392252,113.65628450455051,WA EV Network (AU),DC $0.60/kWh (at all times),2.0,Camel Lane,Carnarvon,6701,CCS (Type 2); Type 2 (Socket Only),2,150.0,2024-02-23T10:11:00Z
273437,ADACE205-4721-4352-B414-1AFAA52D4651,East Brisbane [bp pulse],-27.479742,153.043682,BP Pulse (AU),55c/kWh,2.0,74 Latrobe Street,East Brisbane,4169,CCS (Type 2),1,75.0,2023-08-09T12:52:00Z
273436,BBDA4F03-D3F0-4766-998F-3C9AFE0335AD,Wiley Park [bp pulse],-33.919392020719556,151.06669418522023,BP Pulse (AU),55c/kWh,1.0,24-42 King Georges Road,Wiley Park,2195,CCS (Type 2); CHAdeMO,2,75.0,2023-08-09T12:50:00Z
273435,5A428883-AA55-44FA-B1ED-6197D0A2F93E,Logan Motorway [bp pulse],-27.640356550632916,153.0095965529904,BP Pulse (AU),$0.55/kWh,1.0,92 Radius Drive,Larapinta,4115,CCS (Type 2); CHAdeMO,2,75.0,2023-08-09T12:45:00Z
273434,70EDF294-EC6B-4B0F-B4A0-32D3B7B6E055,Springwood [bp pulse],-27.622308783587712,153.12819192141268,BP Pulse (AU),55c/kWh,1.0,3388 Pacific Highway,Springwood,4127,CCS (Type 2); CHAdeMO,2,75.0,2023-08-09T12:40:00Z
273433,D31939C5-A76F-4E99-A9FF-86B93E2CD55B,Coffs Harbour [bp pulse],-30.291705053434413,153.1183335669906,BP Pulse (AU),$0.55/kWh,1.0,136 Pacific Highway,Coffs Harbour,2450,CCS (Type 2); CHAdeMO,2,75.0,2023-08-09T12:33:00Z
273432,6B2B4A53-7707-4BC5-AA40-D3245059C652,bp pulse Loganholme,-27.684545775335394,153.18963641316446,BP Pulse (AU),55c/kWh,1.0,4080 Pacific Highway,Loganholme,4129,CCS (Type 2); CHAdeMO,3,75.0,2023-08-09T12:27:00Z
273431,1396408E-7102-44D1-BCD3-165263419ADE,bp pulse Dandenong North,-37.970797096657705,145.22316104545723,BP Pulse (AU),55c/kWh,2.0,Heatherton Rd & Stud Rd,Dandenong North,3802,CCS (Type 2),1,75.0,2023-08-09T12:14:00Z
273430,9097946D-9454-472F-B185-0989DBA3701C,bp pulse Rye,-38.37130601612926,144.8277248633259,BP Pulse (AU),55c/kWh,2.0,Cnr Weir St & Point Nepean Road,Rye,3941,CCS (Type 2),1,75.0,2023-08-09T12:12:00Z
273429,FF613257-0F20-4388-9672-0F89861F6E29,bp pulse Albany Forrest,-27.357963044567576,152.96944606011124,BP Pulse (AU),$0.55/kWh,1.0,Old Northern Road,Albany Creek,4037,CCS (Type 2); CHAdeMO,2,75.0,2023-08-09T12:08:00Z
273428,6DF3C0DB-1DA9-422F-B696-1ED07A01D484,bp pulse Rosehill,-33.818996055217895,151.02170364175703,BP Pulse (AU),55c/kWh,2.0,Hassall Street,Rosehill,2142,CCS (Type 2),1,75.0,2023-08-09T12:02:00Z
273427,E46D80F0-2F95-40B8-B3A7-1F2FE4090428,bp pulse Sydenham,-33.916260575133784,151.17311326359567,BP Pulse (AU),55c/kWh,2.0,339 Princes Hwy,St Peters,2044,CCS (Type 2),1,75.0,2023-08-09T11:35:00Z
273426,5A5FFFA3-DB56-4131-BD6D-199B8ED0B09D,Maroochy Plaza [bp pulse],-26.65561596418697,153.07350136591492,BP Pulse (AU),55c/kWh,2.0,185 Maroochydore Rd,Maroochydore,4558,CCS (Type 2),1,75.0,2023-08-09T11:32:00Z
273425,63F01FDD-15F6-412E-BCFF-54A4C78D2802,Fairy Meadow [bp pulse],-34.40299801963799,150.89157957672126,BP Pulse (AU),55c/kWh,2.0,224 Princes Hwy,Fairy Meadow,2519,CCS (Type 2),1,75.0,2023-08-09T11:24:00Z
273394,C2A71003-FE77-4A01-85F7-CC7D07B15EA8,Glenrowan South [bp pulse],-36.43943308112671,146.2499032852465,BP Pulse (AU),55c/kWh,2.0,Hume Freeway,Glenrowan,3675,CCS (Type 2); CHAdeMO,2,75.0,2023-08-08T00:03:00Z
273393,7E15CAA2-7BA2-492E-8D74-1C0101537AE5,Glenrowan North [bp pulse],-36.43833642761878,146.2481571029768,BP Pulse (AU),$0.55/kWh,4.0,Hume Freeway,Glenrowan,3675,CCS (Type 2); CHAdeMO,3,75.0,2023-08-08T00:02:00Z
273356,F534EF89-46FC-47B5-9F38-6DB0760F769D,Macquarie Regional Library Wellington,-32.555451644419065,148.94186794794365,Smart Charge (AU),FREE,2.0,Cnr Percy & Maughan Streets,Wellington,2820,Type 2 (Socket Only),1,22.0,2023-08-24T08:47:00Z
273341,AE5C66F1-A97A-47F5-AF47-1563F8B7361E,bp pulse Merrifield,-37.53426998045639,144.89828573356567,BP Pulse (AU),55c/kWh,4.0,470 Donnybrook Road,Mickleham,3064,CCS (Type 2),2,75.0,2023-08-04T22:53:00Z
273318,23A1EED8-CCDD-4349-9862-5A709EA9E9B8,Newling Reserve,-38.2451409999477,144.17299786561424,Jolt,,1.0,Newling Drive,,3240,Type 2 (Socket Only),1,7.0,2023-08-04T06:02:00Z
273238,E8FE99E6-37ED-4D9F-8929-CB80F8D9F129,Ampol Foodary Baldivis,-32.33110206204209,115.82079377764967,Exploren,$0.60 per kWh,2.0,Safety Bay Road,Baldivis,6171,CCS (Type 2); CHAdeMO,2,150.0,2023-08-01T07:22:00Z
273235,8E55C5F5-CDD3-455D-A099-C32A4480D127,Kwinana City Centro,-32.24065444817922,115.81355718837756,Exploren,"$1.00 per kWh from 17:00 to 21:00, $0.45 other times.",1.0,Sulphur Road,,6167,CCS (Type 2),2,60.0,2023-08-01T05:49:00Z
273227,BA61042A-DE3A-474C-A84A-8866AAA61FAE,Electric Highway - Kingaroy,-26.540236121911178,151.83832086354795,Chargefox,$0.30 per kWh,4.0,20 Glendon St,Kingaroy,4610,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),3,75.0,2023-07-29T10:22:00Z
273226,25DB1C5E-80C2-43F9-A5B6-0782E188E58E,Nerang Admin,-27.98457931723788,153.33902087264016,Chargefox,$0.30 per kWh,1.0,833 Southport Nerang Rd,Nerang,4214,CCS (Type 2); CHAdeMO,2,50.0,2023-07-29T10:13:00Z
273225,DFEC5DAE-76D1-48B1-93D6-2110BB8D8DFC,Soldiers Point Marina,-32.70132961987918,152.06273775785866,Chargefox,$0.45 per kWh,1.0,Sunset Blvd,Soldiers Point,2317,CCS (Type 2); CHAdeMO,2,24.0,2023-07-29T10:08:00Z
273224,D47FF8C4-8657-414C-ADF8-027B8DB196F8,New Broadwater Parklands,-27.960063068781317,153.41231494799337,Chargefox,$0.30 per kWh,1.0,124 Marine Parade,Southport,4215,CCS (Type 2); CHAdeMO,2,75.0,2023-07-29T10:05:00Z
273223,2D02CFD8-AC6A-4C81-A6F1-83A31DDF4FFE,Kurrawa Surf Club,-28.029580796113862,153.43460209485096,Chargefox,$0.30,1.0,Old Burleigh Road,Broadbeach,4218,CCS (Type 2); CHAdeMO,2,75.0,2023-07-29T10:02:00Z
273222,A4BA1CA3-FE0A-4728-8630-680DCEA5557E,Vicinity Centres - Grand Plaza,-27.66241706105511,153.0403591131698,Chargefox,Free,2.0,27 - 49 Browns Plains Road,Browns Plains,4118,Type 2 (Socket Only),2,22.0,2024-11-28T08:55:00Z
273221,371D3A92-82CD-4714-BCF8-3E670B53961E,27 - 49 Browns Plains Road,-27.663992390175515,153.0411196361111,Chargefox,$0.45 per kWh,2.0,Browns Plains Road,Browns Plains,4118,CCS (Type 2),1,120.0,2023-07-29T09:57:00Z
273220,36654DEF-3EAA-499D-AD7E-8651F2A9DF5F,Lismore City Council,-28.806512,153.278955,Chargefox,$0.50 per kWh,1.0,44 Molesworth St,Lismore,2480,CCS (Type 2); CHAdeMO,2,75.0,2025-09-05T00:49:00Z
273219,37ED0BFA-BF4B-4D96-A892-2239607C3830,Bundall Chamers,-28.001849617468316,153.41528386738196,Chargefox,$0.30 per kWh,1.0,135 Bundall Road,Surfers Paradise,4217,CCS (Type 2); CHAdeMO,2,75.0,2023-07-29T09:44:00Z
273206,F1B8B101-43BF-410A-8E7F-AB0C275BDCF9,Rydges Port Macquarie,-31.42838118857074,152.908821311353,(Unknown Operator),0,3.0,1 Hay Street,Port Macquarie,2444,Type 2 (Tethered Connector) ,1,22.0,2023-08-24T08:47:00Z
273195,29488DD8-8A8B-4969-A2D6-34E7A8332A33,Byron Bay Library,-28.643331391697856,153.61569695569148,Chargefox,$0.40 per kWh,1.0,Lawson Street,Byron Bay,2481,CCS (Type 2); CHAdeMO,2,50.0,2023-07-28T12:55:00Z
